0.22313 0 0
0.22313 5.56805e-05 0
0.22313 0.000112753 0
0.22313 0.000171252 0
0.22313 0.000231214 0
0.22313 0.000292675 0
0.22313 0.000355672 0
0.22313 0.000420245 0
0.22313 0.000486431 0
0.22313 0.000554273 0
0.22313 0.00062381 0
0.22313 0.000695086 0
0.22313 0.000768143 0
0.22313 0.000843027 0
0.22313 0.000919784 0
0.22313 0.000998459 0
0.22313 0.0010791 0
0.22313 0.00116176 0
0.22313 0.00124648 0
0.22313 0.00133333 0
0.22313 0.00142234 0
0.22313 0.00151358 0
0.22313 0.0016071 0
0.22313 0.00170296 0
0.22313 0.00180121 0
0.22313 0.00190192 0
0.22313 0.00200515 0
0.22313 0.00211096 0
0.22313 0.00221941 0
0.22313 0.00233058 0
0.22313 0.00244452 0
0.22313 0.00256132 0
0.22313 0.00268103 0
0.22313 0.00280374 0
0.22313 0.00292951 0
0.22313 0.00305843 0
0.22313 0.00319057 0
0.22313 0.00332602 0
0.22313 0.00346485 0
0.22313 0.00360715 0
0.22313 0.00375301 0
0.22313 0.00390251 0
0.22313 0.00405576 0
0.22313 0.00421283 0
0.22313 0.00437383 0
0.22313 0.00453886 0
0.22313 0.00470801 0
0.22313 0.00488139 0
0.22313 0.00505911 0
0.22313 0.00524127 0
0.22313 0.00542798 0
0.22313 0.00561936 0
0.22313 0.00581552 0
0.22313 0.00601659 0
0.22313 0.00622269 0
0.22313 0.00643393 0
0.22313 0.00665046 0
0.22313 0.0068724 0
0.22313 0.00709989 0
0.22313 0.00733307 0
0.22313 0.00757208 0
0.22313 0.00781706 0
0.22313 0.00806817 0
0.22313 0.00832555 0
0.22313 0.00858937 0
0.22313 0.00885979 0
0.22313 0.00913696 0
0.22313 0.00942107 0
0.22313 0.00971227 0
0.22313 0.0100108 0
0.22313 0.0103167 0
0.22313 0.0106303 0
0.22313 0.0109517 0
0.22313 0.0112812 0
0.22313 0.0116189 0
0.22313 0.0119651 0
0.22313 0.0123199 0
0.22313 0.0126836 0
0.22313 0.0130563 0
0.22313 0.0134384 0
0.22313 0.0138301 0
0.22313 0.0142315 0
0.22313 0.014643 0
0.22313 0.0150647 0
0.22313 0.015497 0
0.22313 0.0159401 0
0.22313 0.0163943 0
0.22313 0.0168599 0
0.22313 0.017337 0
0.22313 0.0178261 0
0.22313 0.0183275 0
0.22313 0.0188413 0
0.22313 0.0193681 0
0.22313 0.0199079 0
0.22313 0.0204613 0
0.22313 0.0210285 0
0.22313 0.0216099 0
0.22313 0.0222059 0
0.22313 0.0228167 0
0.22313 0.0234428 0
0.22313 0.0240845 0
0.22313 0.0247423 0
0.22313 0.0254166 0
0.22313 0.0261077 0
0.22313 0.026816 0
0.22313 0.0275421 0
0.22313 0.0282863 0
0.22313 0.0290492 0
0.22313 0.0298311 0
0.22313 0.0306325 0
0.22313 0.031454 0
0.22313 0.0322961 0
0.22313 0.0331592 0
0.22313 0.0340438 0
0.22313 0.0349506 0
0.22313 0.03588 0
0.22313 0.0368327 0
0.22313 0.0378092 0
0.22313 0.0388101 0
0.22313 0.0398361 0
0.22313 0.0408876 0
0.22313 0.0419655 0
0.22313 0.0430703 0
0.22313 0.0442028 0
0.22313 0.0453635 0
0.22313 0.0465533 0
0.22313 0.0477728 0
0.22313 0.0490228 0
0.22313 0.050304 0
0.22313 0.0516173 0
0.22313 0.0529634 0
0.22313 0.0543432 0
0.22313 0.0557575 0
0.22313 0.0572071 0
0.22313 0.0586929 0
0.22313 0.0602159 0
0.22313 0.061777 0
0.22313 0.0633771 0
0.22313 0.0650172 0
0.22313 0.0666984 0
0.22313 0.0684215 0
0.22313 0.0701877 0
0.22313 0.0719981 0.000697064
0.22313 0.0738537 0.00155821
0.22313 0.0757557 0.00244172
0.22313 0.0777053 0.00334822
